dataset,case,side,variant
healthy,VSD_z046,right,rotm5_flip_noise_bc0
healthy,VSD_z046,right,rotm5_flip_noise_brighten
healthy,VSD_z046,right,rotp5_noflip_noise0_bc0
healthy,VSD_z046,right,rotp5_noflip_noise0_brighten
healthy,VSD_z046,right,rotp5_noflip_noise_bc0
healthy,VSD_z046,right,rotp5_noflip_noise_brighten
healthy,VSD_z046,right,rotp5_flip_noise0_bc0
healthy,VSD_z046,right,rotp5_flip_noise0_brighten
healthy,VSD_z046,right,rotp5_flip_noise_bc0
healthy,VSD_z046,right,rotp5_flip_noise_brighten
healthy,VSD_z049,left,rot0_noflip_noise0_brighten
healthy,VSD_z049,left,rot0_noflip_noise_bc0
healthy,VSD_z049,left,rot0_noflip_noise_brighten
healthy,VSD_z049,left,rot0_flip_noise0_bc0
healthy,VSD_z049,left,rot0_flip_noise0_brighten
healthy,VSD_z049,left,rot0_flip_noise_bc0
healthy,VSD_z049,left,rot0_flip_noise_brighten
healthy,VSD_z049,left,rotm5_noflip_noise0_bc0
healthy,VSD_z049,left,rotm5_noflip_noise0_brighten
healthy,VSD_z049,left,rotm5_noflip_noise_bc0
healthy,VSD_z049,left,rotm5_noflip_noise_brighten
healthy,VSD_z049,left,rotm5_flip_noise0_bc0
healthy,VSD_z049,left,rotm5_flip_noise0_brighten
healthy,VSD_z049,left,rotm5_flip_noise_bc0
healthy,VSD_z049,left,rotm5_flip_noise_brighten
healthy,VSD_z049,left,rotp5_noflip_noise0_bc0
healthy,VSD_z049,left,rotp5_noflip_noise0_brighten
healthy,VSD_z049,left,rotp5_noflip_noise_bc0
healthy,VSD_z049,left,rotp5_noflip_noise_brighten
healthy,VSD_z049,left,rotp5_flip_noise0_bc0
healthy,VSD_z049,left,rotp5_flip_noise0_brighten
healthy,VSD_z049,left,rotp5_flip_noise_bc0
healthy,VSD_z049,left,rotp5_flip_noise_brighten
healthy,VSD_z049,right,rot0_noflip_noise0_brighten
healthy,VSD_z049,right,rot0_noflip_noise_bc0
healthy,VSD_z049,right,rot0_noflip_noise_brighten
healthy,VSD_z049,right,rot0_flip_noise0_bc0
healthy,VSD_z049,right,rot0_flip_noise0_brighten
healthy,VSD_z049,right,rot0_flip_noise_bc0
healthy,VSD_z049,right,rot0_flip_noise_brighten
healthy,VSD_z049,right,rotm5_noflip_noise0_bc0
healthy,VSD_z049,right,rotm5_noflip_noise0_brighten
healthy,VSD_z049,right,rotm5_noflip_noise_bc0
healthy,VSD_z049,right,rotm5_noflip_noise_brighten
healthy,VSD_z049,right,rotm5_flip_noise0_bc0
healthy,VSD_z049,right,rotm5_flip_noise0_brighten
healthy,VSD_z049,right,rotm5_flip_noise_bc0
healthy,VSD_z049,right,rotm5_flip_noise_brighten
healthy,VSD_z049,right,rotp5_noflip_noise0_bc0
healthy,VSD_z049,right,rotp5_noflip_noise0_brighten
healthy,VSD_z049,right,rotp5_noflip_noise_bc0
healthy,VSD_z049,right,rotp5_noflip_noise_brighten
healthy,VSD_z049,right,rotp5_flip_noise0_bc0
healthy,VSD_z049,right,rotp5_flip_noise0_brighten
healthy,VSD_z049,right,rotp5_flip_noise_bc0
healthy,VSD_z049,right,rotp5_flip_noise_brighten
healthy,VSD_z050,left,rot0_noflip_noise0_brighten
healthy,VSD_z050,left,rot0_noflip_noise_bc0
healthy,VSD_z050,left,rot0_noflip_noise_brighten
healthy,VSD_z050,left,rot0_flip_noise0_bc0
healthy,VSD_z050,left,rot0_flip_noise0_brighten
healthy,VSD_z050,left,rot0_flip_noise_bc0
healthy,VSD_z050,left,rot0_flip_noise_brighten
healthy,VSD_z050,left,rotm5_noflip_noise0_bc0
healthy,VSD_z050,left,rotm5_noflip_noise0_brighten
healthy,VSD_z050,left,rotm5_noflip_noise_bc0
healthy,VSD_z050,left,rotm5_noflip_noise_brighten
healthy,VSD_z050,left,rotm5_flip_noise0_bc0
healthy,VSD_z050,left,rotm5_flip_noise0_brighten
healthy,VSD_z050,left,rotm5_flip_noise_bc0
healthy,VSD_z050,left,rotm5_flip_noise_brighten
healthy,VSD_z050,left,rotp5_noflip_noise0_bc0
healthy,VSD_z050,left,rotp5_noflip_noise0_brighten
healthy,VSD_z050,left,rotp5_noflip_noise_bc0
healthy,VSD_z050,left,rotp5_noflip_noise_brighten
healthy,VSD_z050,left,rotp5_flip_noise0_bc0
healthy,VSD_z050,left,rotp5_flip_noise0_brighten
healthy,VSD_z050,left,rotp5_flip_noise_bc0
healthy,VSD_z050,left,rotp5_flip_noise_brighten
healthy,VSD_z055,left,rot0_noflip_noise0_brighten
healthy,VSD_z055,left,rot0_noflip_noise_bc0
healthy,VSD_z055,left,rot0_noflip_noise_brighten
healthy,VSD_z055,left,rot0_flip_noise0_bc0
healthy,VSD_z055,left,rot0_flip_noise0_brighten
healthy,VSD_z055,left,rot0_flip_noise_bc0
healthy,VSD_z055,left,rot0_flip_noise_brighten
healthy,VSD_z055,left,rotm5_noflip_noise0_bc0
healthy,VSD_z055,left,rotm5_noflip_noise0_brighten
healthy,VSD_z055,left,rotm5_noflip_noise_bc0
healthy,VSD_z055,left,rotm5_noflip_noise_brighten
healthy,VSD_z055,left,rotm5_flip_noise0_bc0
healthy,VSD_z055,left,rotm5_flip_noise0_brighten
healthy,VSD_z055,left,rotm5_flip_noise_bc0
healthy,VSD_z055,left,rotm5_flip_noise_brighten
healthy,VSD_z055,left,rotp5_noflip_noise0_bc0
healthy,VSD_z055,left,rotp5_noflip_noise0_brighten
healthy,VSD_z055,left,rotp5_noflip_noise_bc0
healthy,VSD_z055,left,rotp5_noflip_noise_brighten
healthy,VSD_z055,left,rotp5_flip_noise0_bc0
healthy,VSD_z055,left,rotp5_flip_noise0_brighten
healthy,VSD_z055,left,rotp5_flip_noise_bc0
healthy,VSD_z055,left,rotp5_flip_noise_brighten
healthy,VSD_z055,right,rot0_noflip_noise0_brighten
healthy,VSD_z055,right,rot0_noflip_noise_bc0
healthy,VSD_z055,right,rot0_noflip_noise_brighten
healthy,VSD_z055,right,rot0_flip_noise0_bc0
healthy,VSD_z055,right,rot0_flip_noise0_brighten
healthy,VSD_z055,right,rot0_flip_noise_bc0
healthy,VSD_z055,right,rot0_flip_noise_brighten
healthy,VSD_z055,right,rotm5_noflip_noise0_bc0
healthy,VSD_z055,right,rotm5_noflip_noise0_brighten
healthy,VSD_z055,right,rotm5_noflip_noise_bc0
healthy,VSD_z055,right,rotm5_noflip_noise_brighten
healthy,VSD_z055,right,rotm5_flip_noise0_bc0
healthy,VSD_z055,right,rotm5_flip_noise0_brighten
healthy,VSD_z055,right,rotm5_flip_noise_bc0
healthy,VSD_z055,right,rotm5_flip_noise_brighten
healthy,VSD_z055,right,rotp5_noflip_noise0_bc0
healthy,VSD_z055,right,rotp5_noflip_noise0_brighten
healthy,VSD_z055,right,rotp5_noflip_noise_bc0
healthy,VSD_z055,right,rotp5_noflip_noise_brighten
healthy,VSD_z055,right,rotp5_flip_noise0_bc0
healthy,VSD_z055,right,rotp5_flip_noise0_brighten
healthy,VSD_z055,right,rotp5_flip_noise_bc0
healthy,VSD_z055,right,rotp5_flip_noise_brighten
healthy,VSD_z056,left,rot0_noflip_noise0_brighten
healthy,VSD_z056,left,rot0_noflip_noise_bc0
healthy,VSD_z056,left,rot0_noflip_noise_brighten
healthy,VSD_z056,left,rot0_flip_noise0_bc0
healthy,VSD_z056,left,rot0_flip_noise0_brighten
healthy,VSD_z056,left,rot0_flip_noise_bc0
healthy,VSD_z056,left,rot0_flip_noise_brighten
healthy,VSD_z056,left,rotm5_noflip_noise0_bc0
healthy,VSD_z056,left,rotm5_noflip_noise0_brighten
healthy,VSD_z056,left,rotm5_noflip_noise_bc0
healthy,VSD_z056,left,rotm5_noflip_noise_brighten
healthy,VSD_z056,left,rotm5_flip_noise0_bc0
healthy,VSD_z056,left,rotm5_flip_noise0_brighten
healthy,VSD_z056,left,rotm5_flip_noise_bc0
healthy,VSD_z056,left,rotm5_flip_noise_brighten
healthy,VSD_z056,left,rotp5_noflip_noise0_bc0
healthy,VSD_z056,left,rotp5_noflip_noise0_brighten
healthy,VSD_z056,left,rotp5_noflip_noise_bc0
healthy,VSD_z056,left,rotp5_noflip_noise_brighten
healthy,VSD_z056,left,rotp5_flip_noise0_bc0
healthy,VSD_z056,left,rotp5_flip_noise0_brighten
healthy,VSD_z056,left,rotp5_flip_noise_bc0
healthy,VSD_z056,left,rotp5_flip_noise_brighten
healthy,VSD_z056,right,rot0_noflip_noise0_brighten
healthy,VSD_z056,right,rot0_noflip_noise_bc0
healthy,VSD_z056,right,rot0_noflip_noise_brighten
healthy,VSD_z056,right,rot0_flip_noise0_bc0
healthy,VSD_z056,right,rot0_flip_noise0_brighten
healthy,VSD_z056,right,rot0_flip_noise_bc0
healthy,VSD_z056,right,rot0_flip_noise_brighten
healthy,VSD_z056,right,rotm5_noflip_noise0_bc0
healthy,VSD_z056,right,rotm5_noflip_noise0_brighten
healthy,VSD_z056,right,rotm5_noflip_noise_bc0
healthy,VSD_z056,right,rotm5_noflip_noise_brighten
healthy,VSD_z056,right,rotm5_flip_noise0_bc0
healthy,VSD_z056,right,rotm5_flip_noise0_brighten
healthy,VSD_z056,right,rotm5_flip_noise_bc0
healthy,VSD_z056,right,rotm5_flip_noise_brighten
healthy,VSD_z056,right,rotp5_noflip_noise0_bc0
healthy,VSD_z056,right,rotp5_noflip_noise0_brighten
healthy,VSD_z056,right,rotp5_noflip_noise_bc0
healthy,VSD_z056,right,rotp5_noflip_noise_brighten
healthy,VSD_z056,right,rotp5_flip_noise0_bc0
healthy,VSD_z056,right,rotp5_flip_noise0_brighten
healthy,VSD_z056,right,rotp5_flip_noise_bc0
healthy,VSD_z056,right,rotp5_flip_noise_brighten
healthy,VSD_z061,left,rot0_noflip_noise0_brighten
healthy,VSD_z061,left,rot0_noflip_noise_bc0
healthy,VSD_z061,left,rot0_noflip_noise_brighten
healthy,VSD_z061,left,rot0_flip_noise0_bc0
healthy,VSD_z061,left,rot0_flip_noise0_brighten
healthy,VSD_z061,left,rot0_flip_noise_bc0
healthy,VSD_z061,left,rot0_flip_noise_brighten
healthy,VSD_z061,left,rotm5_noflip_noise0_bc0
healthy,VSD_z061,left,rotm5_noflip_noise0_brighten
healthy,VSD_z061,left,rotm5_noflip_noise_bc0
healthy,VSD_z061,left,rotm5_noflip_noise_brighten
healthy,VSD_z061,left,rotm5_flip_noise0_bc0
healthy,VSD_z061,left,rotm5_flip_noise0_brighten
healthy,VSD_z061,left,rotm5_flip_noise_bc0
healthy,VSD_z061,left,rotm5_flip_noise_brighten
healthy,VSD_z061,left,rotp5_noflip_noise0_bc0
healthy,VSD_z061,left,rotp5_noflip_noise0_brighten
healthy,VSD_z061,left,rotp5_noflip_noise_bc0
healthy,VSD_z061,left,rotp5_noflip_noise_brighten
healthy,VSD_z061,left,rotp5_flip_noise0_bc0
healthy,VSD_z061,left,rotp5_flip_noise0_brighten
healthy,VSD_z061,left,rotp5_flip_noise_bc0
healthy,VSD_z061,left,rotp5_flip_noise_brighten
healthy,VSD_z061,right,rot0_noflip_noise0_brighten
healthy,VSD_z061,right,rot0_noflip_noise_bc0
healthy,VSD_z061,right,rot0_noflip_noise_brighten
healthy,VSD_z061,right,rot0_flip_noise0_bc0
healthy,VSD_z061,right,rot0_flip_noise0_brighten
healthy,VSD_z061,right,rot0_flip_noise_bc0
healthy,VSD_z061,right,rot0_flip_noise_brighten
healthy,VSD_z061,right,rotm5_noflip_noise0_bc0
healthy,VSD_z061,right,rotm5_noflip_noise0_brighten
healthy,VSD_z061,right,rotm5_noflip_noise_bc0
healthy,VSD_z061,right,rotm5_noflip_noise_brighten
healthy,VSD_z061,right,rotm5_flip_noise0_bc0
healthy,VSD_z061,right,rotm5_flip_noise0_brighten
healthy,VSD_z061,right,rotm5_flip_noise_bc0
healthy,VSD_z061,right,rotm5_flip_noise_brighten
healthy,VSD_z061,right,rotp5_noflip_noise0_bc0
healthy,VSD_z061,right,rotp5_noflip_noise0_brighten
healthy,VSD_z061,right,rotp5_noflip_noise_bc0
healthy,VSD_z061,right,rotp5_noflip_noise_brighten
healthy,VSD_z061,right,rotp5_flip_noise0_bc0
healthy,VSD_z061,right,rotp5_flip_noise0_brighten
healthy,VSD_z061,right,rotp5_flip_noise_bc0
healthy,VSD_z061,right,rotp5_flip_noise_brighten
healthy,VSD_z062,left,rot0_noflip_noise0_brighten
healthy,VSD_z062,left,rot0_noflip_noise_bc0
healthy,VSD_z062,left,rot0_noflip_noise_brighten
healthy,VSD_z062,left,rot0_flip_noise0_bc0
healthy,VSD_z062,left,rot0_flip_noise0_brighten
healthy,VSD_z062,left,rot0_flip_noise_bc0
healthy,VSD_z062,left,rot0_flip_noise_brighten
healthy,VSD_z062,left,rotm5_noflip_noise0_bc0
healthy,VSD_z062,left,rotm5_noflip_noise0_brighten
healthy,VSD_z062,left,rotm5_noflip_noise_bc0
healthy,VSD_z062,left,rotm5_noflip_noise_brighten
healthy,VSD_z062,left,rotm5_flip_noise0_bc0
healthy,VSD_z062,left,rotm5_flip_noise0_brighten
healthy,VSD_z062,left,rotm5_flip_noise_bc0
healthy,VSD_z062,left,rotm5_flip_noise_brighten
healthy,VSD_z062,left,rotp5_noflip_noise0_bc0
healthy,VSD_z062,left,rotp5_noflip_noise0_brighten
healthy,VSD_z062,left,rotp5_noflip_noise_bc0
healthy,VSD_z062,left,rotp5_noflip_noise_brighten
healthy,VSD_z062,left,rotp5_flip_noise0_bc0
healthy,VSD_z062,left,rotp5_flip_noise0_brighten
healthy,VSD_z062,left,rotp5_flip_noise_bc0
healthy,VSD_z062,left,rotp5_flip_noise_brighten
healthy,VSD_z062,right,rot0_noflip_noise0_brighten
healthy,VSD_z062,right,rot0_noflip_noise_bc0
healthy,VSD_z062,right,rot0_noflip_noise_brighten
healthy,VSD_z062,right,rot0_flip_noise0_bc0
healthy,VSD_z062,right,rot0_flip_noise0_brighten
healthy,VSD_z062,right,rot0_flip_noise_bc0
healthy,VSD_z062,right,rot0_flip_noise_brighten
healthy,VSD_z062,right,rotm5_noflip_noise0_bc0
healthy,VSD_z062,right,rotm5_noflip_noise0_brighten
healthy,VSD_z062,right,rotm5_noflip_noise_bc0
healthy,VSD_z062,right,rotm5_noflip_noise_brighten
healthy,VSD_z062,right,rotm5_flip_noise0_bc0
healthy,VSD_z062,right,rotm5_flip_noise0_brighten
healthy,VSD_z062,right,rotm5_flip_noise_bc0
healthy,VSD_z062,right,rotm5_flip_noise_brighten
healthy,VSD_z062,right,rotp5_noflip_noise0_bc0
healthy,VSD_z062,right,rotp5_noflip_noise0_brighten
healthy,VSD_z062,right,rotp5_noflip_noise_bc0
healthy,VSD_z062,right,rotp5_noflip_noise_brighten
healthy,VSD_z062,right,rotp5_flip_noise0_bc0
healthy,VSD_z062,right,rotp5_flip_noise0_brighten
healthy,VSD_z062,right,rotp5_flip_noise_bc0
healthy,VSD_z062,right,rotp5_flip_noise_brighten
healthy,VSD_z063,left,rot0_noflip_noise0_brighten
healthy,VSD_z063,left,rot0_noflip_noise_bc0
healthy,VSD_z063,left,rot0_noflip_noise_brighten
healthy,VSD_z063,left,rot0_flip_noise0_bc0
healthy,VSD_z063,left,rot0_flip_noise0_brighten
healthy,VSD_z063,left,rot0_flip_noise_bc0
healthy,VSD_z063,left,rot0_flip_noise_brighten
healthy,VSD_z063,left,rotm5_noflip_noise0_bc0
healthy,VSD_z063,left,rotm5_noflip_noise0_brighten
healthy,VSD_z063,left,rotm5_noflip_noise_bc0
healthy,VSD_z063,left,rotm5_noflip_noise_brighten
healthy,VSD_z063,left,rotm5_flip_noise0_bc0
healthy,VSD_z063,left,rotm5_flip_noise0_brighten
healthy,VSD_z063,left,rotm5_flip_noise_bc0
healthy,VSD_z063,left,rotm5_flip_noise_brighten
healthy,VSD_z063,left,rotp5_noflip_noise0_bc0
healthy,VSD_z063,left,rotp5_noflip_noise0_brighten
healthy,VSD_z063,left,rotp5_noflip_noise_bc0
healthy,VSD_z063,left,rotp5_noflip_noise_brighten
healthy,VSD_z063,left,rotp5_flip_noise0_bc0
healthy,VSD_z063,left,rotp5_flip_noise0_brighten
healthy,VSD_z063,left,rotp5_flip_noise_bc0
healthy,VSD_z063,left,rotp5_flip_noise_brighten
healthy,VSD_z064,left,rot0_noflip_noise0_brighten
healthy,VSD_z064,left,rot0_noflip_noise_bc0
healthy,VSD_z064,left,rot0_noflip_noise_brighten
healthy,VSD_z064,left,rot0_flip_noise0_bc0
healthy,VSD_z064,left,rot0_flip_noise0_brighten
healthy,VSD_z064,left,rot0_flip_noise_bc0
healthy,VSD_z064,left,rot0_flip_noise_brighten
healthy,VSD_z064,left,rotm5_noflip_noise0_bc0
healthy,VSD_z064,left,rotm5_noflip_noise0_brighten
healthy,VSD_z064,left,rotm5_noflip_noise_bc0
healthy,VSD_z064,left,rotm5_noflip_noise_brighten
healthy,VSD_z064,left,rotm5_flip_noise0_bc0
healthy,VSD_z064,left,rotm5_flip_noise0_brighten
healthy,VSD_z064,left,rotm5_flip_noise_bc0
healthy,VSD_z064,left,rotm5_flip_noise_brighten
healthy,VSD_z064,left,rotp5_noflip_noise0_bc0
healthy,VSD_z064,left,rotp5_noflip_noise0_brighten
healthy,VSD_z064,left,rotp5_noflip_noise_bc0
healthy,VSD_z064,left,rotp5_noflip_noise_brighten
healthy,VSD_z064,left,rotp5_flip_noise0_bc0
healthy,VSD_z064,left,rotp5_flip_noise0_brighten
healthy,VSD_z064,left,rotp5_flip_noise_bc0
healthy,VSD_z064,left,rotp5_flip_noise_brighten
healthy,VSD_z064,right,rot0_noflip_noise0_brighten
healthy,VSD_z064,right,rot0_noflip_noise_bc0
healthy,VSD_z064,right,rot0_noflip_noise_brighten
healthy,VSD_z064,right,rot0_flip_noise0_bc0
healthy,VSD_z064,right,rot0_flip_noise0_brighten
healthy,VSD_z064,right,rot0_flip_noise_bc0
healthy,VSD_z064,right,rot0_flip_noise_brighten
healthy,VSD_z064,right,rotm5_noflip_noise0_bc0
healthy,VSD_z064,right,rotm5_noflip_noise0_brighten
healthy,VSD_z064,right,rotm5_noflip_noise_bc0
healthy,VSD_z064,right,rotm5_noflip_noise_brighten
healthy,VSD_z064,right,rotm5_flip_noise0_bc0
healthy,VSD_z064,right,rotm5_flip_noise0_brighten
healthy,VSD_z064,right,rotm5_flip_noise_bc0
healthy,VSD_z064,right,rotm5_flip_noise_brighten
healthy,VSD_z064,right,rotp5_noflip_noise0_bc0
healthy,VSD_z064,right,rotp5_noflip_noise0_brighten
healthy,VSD_z064,right,rotp5_noflip_noise_bc0
healthy,VSD_z064,right,rotp5_noflip_noise_brighten
healthy,VSD_z064,right,rotp5_flip_noise0_bc0
healthy,VSD_z064,right,rotp5_flip_noise0_brighten
healthy,VSD_z064,right,rotp5_flip_noise_bc0
healthy,VSD_z064,right,rotp5_flip_noise_brighten
healthy,VSD_z066,left,rot0_noflip_noise0_brighten
healthy,VSD_z066,left,rot0_noflip_noise_bc0
healthy,VSD_z066,left,rot0_noflip_noise_brighten
healthy,VSD_z066,left,rot0_flip_noise0_bc0
healthy,VSD_z066,left,rot0_flip_noise0_brighten
healthy,VSD_z066,left,rot0_flip_noise_bc0
healthy,VSD_z066,left,rot0_flip_noise_brighten
healthy,VSD_z066,left,rotm5_noflip_noise0_bc0
healthy,VSD_z066,left,rotm5_noflip_noise0_brighten
healthy,VSD_z066,left,rotm5_noflip_noise_bc0
healthy,VSD_z066,left,rotm5_noflip_noise_brighten
healthy,VSD_z066,left,rotm5_flip_noise0_bc0
healthy,VSD_z066,left,rotm5_flip_noise0_brighten
healthy,VSD_z066,left,rotm5_flip_noise_bc0
healthy,VSD_z066,left,rotm5_flip_noise_brighten
healthy,VSD_z066,left,rotp5_noflip_noise0_bc0
healthy,VSD_z066,left,rotp5_noflip_noise0_brighten
healthy,VSD_z066,left,rotp5_noflip_noise_bc0
healthy,VSD_z066,left,rotp5_noflip_noise_brighten
healthy,VSD_z066,left,rotp5_flip_noise0_bc0
healthy,VSD_z066,left,rotp5_flip_noise0_brighten
healthy,VSD_z066,left,rotp5_flip_noise_bc0
healthy,VSD_z066,left,rotp5_flip_noise_brighten
healthy,VSD_z066,right,rot0_noflip_noise0_brighten
healthy,VSD_z066,right,rot0_noflip_noise_bc0
healthy,VSD_z066,right,rot0_noflip_noise_brighten
healthy,VSD_z066,right,rot0_flip_noise0_bc0
healthy,VSD_z066,right,rot0_flip_noise0_brighten
healthy,VSD_z066,right,rot0_flip_noise_bc0
healthy,VSD_z066,right,rot0_flip_noise_brighten
healthy,VSD_z066,right,rotm5_noflip_noise0_bc0
healthy,VSD_z066,right,rotm5_noflip_noise0_brighten
healthy,VSD_z066,right,rotm5_noflip_noise_bc0
healthy,VSD_z066,right,rotm5_noflip_noise_brighten
healthy,VSD_z066,right,rotm5_flip_noise0_bc0
healthy,VSD_z066,right,rotm5_flip_noise0_brighten
healthy,VSD_z066,right,rotm5_flip_noise_bc0
healthy,VSD_z066,right,rotm5_flip_noise_brighten
healthy,VSD_z066,right,rotp5_noflip_noise0_bc0
healthy,VSD_z066,right,rotp5_noflip_noise0_brighten
healthy,VSD_z066,right,rotp5_noflip_noise_bc0
healthy,VSD_z066,right,rotp5_noflip_noise_brighten
healthy,VSD_z066,right,rotp5_flip_noise0_bc0
healthy,VSD_z066,right,rotp5_flip_noise0_brighten
healthy,VSD_z066,right,rotp5_flip_noise_bc0
healthy,VSD_z066,right,rotp5_flip_noise_brighten
fractured,Case1,left,rot0_noflip_noise0_brighten
fractured,Case1,left,rot0_noflip_noise_bc0
fractured,Case1,left,rot0_noflip_noise_brighten
fractured,Case1,left,rot0_flip_noise0_bc0
fractured,Case1,left,rot0_flip_noise0_brighten
fractured,Case1,left,rot0_flip_noise_bc0
fractured,Case1,left,rot0_flip_noise_brighten
fractured,Case1,left,rotm5_noflip_noise0_bc0
fractured,Case1,left,rotm5_noflip_noise0_brighten
fractured,Case1,left,rotm5_noflip_noise_bc0
fractured,Case1,left,rotm5_noflip_noise_brighten
fractured,Case1,left,rotm5_flip_noise0_bc0
fractured,Case1,left,rotm5_flip_noise0_brighten
fractured,Case1,left,rotm5_flip_noise_bc0
fractured,Case1,left,rotm5_flip_noise_brighten
fractured,Case1,left,rotp5_noflip_noise0_bc0
fractured,Case1,left,rotp5_noflip_noise0_brighten
fractured,Case1,left,rotp5_noflip_noise_bc0
fractured,Case1,left,rotp5_noflip_noise_brighten
fractured,Case1,left,rotp5_flip_noise0_bc0
fractured,Case1,left,rotp5_flip_noise0_brighten
fractured,Case1,left,rotp5_flip_noise_bc0
fractured,Case1,left,rotp5_flip_noise_brighten
fractured,Case11,right,rot0_noflip_noise0_brighten
fractured,Case11,right,rot0_noflip_noise_bc0
fractured,Case11,right,rot0_noflip_noise_brighten
fractured,Case11,right,rot0_flip_noise0_bc0
fractured,Case11,right,rot0_flip_noise0_brighten
fractured,Case11,right,rot0_flip_noise_bc0
fractured,Case11,right,rot0_flip_noise_brighten
fractured,Case11,right,rotm5_noflip_noise0_bc0
fractured,Case11,right,rotm5_noflip_noise0_brighten
fractured,Case11,right,rotm5_noflip_noise_bc0
fractured,Case11,right,rotm5_noflip_noise_brighten
fractured,Case11,right,rotm5_flip_noise0_bc0
fractured,Case11,right,rotm5_flip_noise0_brighten
fractured,Case11,right,rotm5_flip_noise_bc0
fractured,Case11,right,rotm5_flip_noise_brighten
fractured,Case11,right,rotp5_noflip_noise0_bc0
fractured,Case11,right,rotp5_noflip_noise0_brighten
fractured,Case11,right,rotp5_noflip_noise_bc0
fractured,Case11,right,rotp5_noflip_noise_brighten
fractured,Case11,right,rotp5_flip_noise0_bc0
fractured,Case11,right,rotp5_flip_noise0_brighten
fractured,Case11,right,rotp5_flip_noise_bc0
fractured,Case11,right,rotp5_flip_noise_brighten
fractured,Case12,right,rot0_noflip_noise0_brighten
fractured,Case12,right,rot0_noflip_noise_bc0
fractured,Case12,right,rot0_noflip_noise_brighten
fractured,Case12,right,rot0_flip_noise0_bc0
fractured,Case12,right,rot0_flip_noise0_brighten
fractured,Case12,right,rot0_flip_noise_bc0
fractured,Case12,right,rot0_flip_noise_brighten
fractured,Case12,right,rotm5_noflip_noise0_bc0
fractured,Case12,right,rotm5_noflip_noise0_brighten
fractured,Case12,right,rotm5_noflip_noise_bc0
fractured,Case12,right,rotm5_noflip_noise_brighten
fractured,Case12,right,rotm5_flip_noise0_bc0
fractured,Case12,right,rotm5_flip_noise0_brighten
fractured,Case12,right,rotm5_flip_noise_bc0
fractured,Case12,right,rotm5_flip_noise_brighten
fractured,Case12,right,rotp5_noflip_noise0_bc0
fractured,Case12,right,rotp5_noflip_noise0_brighten
fractured,Case12,right,rotp5_noflip_noise_bc0
fractured,Case12,right,rotp5_noflip_noise_brighten
fractured,Case12,right,rotp5_flip_noise0_bc0
fractured,Case12,right,rotp5_flip_noise0_brighten
fractured,Case12,right,rotp5_flip_noise_bc0
fractured,Case12,right,rotp5_flip_noise_brighten
fractured,Case13,right,rot0_noflip_noise0_brighten
fractured,Case13,right,rot0_noflip_noise_bc0
fractured,Case13,right,rot0_noflip_noise_brighten
fractured,Case13,right,rot0_flip_noise0_bc0
fractured,Case13,right,rot0_flip_noise0_brighten
fractured,Case13,right,rot0_flip_noise_bc0
fractured,Case13,right,rot0_flip_noise_brighten
fractured,Case13,right,rotm5_noflip_noise0_bc0
fractured,Case13,right,rotm5_noflip_noise0_brighten
fractured,Case13,right,rotm5_noflip_noise_bc0
fractured,Case13,right,rotm5_noflip_noise_brighten
fractured,Case13,right,rotm5_flip_noise0_bc0
fractured,Case13,right,rotm5_flip_noise0_brighten
fractured,Case13,right,rotm5_flip_noise_bc0
fractured,Case13,right,rotm5_flip_noise_brighten
fractured,Case13,right,rotp5_noflip_noise0_bc0
fractured,Case13,right,rotp5_noflip_noise0_brighten
fractured,Case13,right,rotp5_noflip_noise_bc0
fractured,Case13,right,rotp5_noflip_noise_brighten
fractured,Case13,right,rotp5_flip_noise0_bc0
fractured,Case13,right,rotp5_flip_noise0_brighten
fractured,Case13,right,rotp5_flip_noise_bc0
fractured,Case13,right,rotp5_flip_noise_brighten
fractured,Case14,right,rot0_noflip_noise0_brighten
fractured,Case14,right,rot0_noflip_noise_bc0
fractured,Case14,right,rot0_noflip_noise_brighten
fractured,Case14,right,rot0_flip_noise0_bc0
fractured,Case14,right,rot0_flip_noise0_brighten
fractured,Case14,right,rot0_flip_noise_bc0
fractured,Case14,right,rot0_flip_noise_brighten
fractured,Case14,right,rotm5_noflip_noise0_bc0
fractured,Case14,right,rotm5_noflip_noise0_brighten
fractured,Case14,right,rotm5_noflip_noise_bc0
fractured,Case14,right,rotm5_noflip_noise_brighten
fractured,Case14,right,rotm5_flip_noise0_bc0
fractured,Case14,right,rotm5_flip_noise0_brighten
fractured,Case14,right,rotm5_flip_noise_bc0
fractured,Case14,right,rotm5_flip_noise_brighten
fractured,Case14,right,rotp5_noflip_noise0_bc0
fractured,Case14,right,rotp5_noflip_noise0_brighten
fractured,Case14,right,rotp5_noflip_noise_bc0
fractured,Case14,right,rotp5_noflip_noise_brighten
fractured,Case14,right,rotp5_flip_noise0_bc0
fractured,Case14,right,rotp5_flip_noise0_brighten
fractured,Case14,right,rotp5_flip_noise_bc0
fractured,Case14,right,rotp5_flip_noise_brighten
fractured,Case15,right,rot0_noflip_noise0_brighten
fractured,Case15,right,rot0_noflip_noise_bc0
fractured,Case15,right,rot0_noflip_noise_brighten
fractured,Case15,right,rot0_flip_noise0_bc0
fractured,Case15,right,rot0_flip_noise0_brighten
fractured,Case15,right,rot0_flip_noise_bc0
fractured,Case15,right,rot0_flip_noise_brighten
fractured,Case15,right,rotm5_noflip_noise0_bc0
